date;close;adjusted_close;dividend
20/05/2020 00:00;19.178;19.178;0
21/05/2020 00:00;18.934;18.934;0
22/05/2020 00:00;18.963;18.963;0
25/05/2020 00:00;19.339;19.339;0
26/05/2020 00:00;19.616;19.616;0
27/05/2020 00:00;19.964;19.964;0
28/05/2020 00:00;20.339;20.339;0
29/05/2020 00:00;19.996;19.996;0
01/06/2020 00:00;20.317;20.317;0
02/06/2020 00:00;20.696;20.696;0
03/06/2020 00:00;21.399;21.399;0
04/06/2020 00:00;21.405;21.405;0
05/06/2020 00:00;22.162;22.162;0
08/06/2020 00:00;22.083;22.083;0
09/06/2020 00:00;21.721;21.721;0
10/06/2020 00:00;21.574;21.574;0
11/06/2020 00:00;20.55;20.55;0
12/06/2020 00:00;20.62;20.62;0
15/06/2020 00:00;20.541;20.541;0
16/06/2020 00:00;21.142;21.142;0
17/06/2020 00:00;21.322;21.322;0
18/06/2020 00:00;21.167;21.167;0
19/06/2020 00:00;21.271;21.271;0
22/06/2020 00:00;21.141;21.141;0
23/06/2020 00:00;21.429;21.429;0
24/06/2020 00:00;20.826;20.826;0
25/06/2020 00:00;21.031;21.031;0
26/06/2020 00:00;20.986;20.986;0
29/06/2020 00:00;21.137;21.137;0
30/06/2020 00:00;21.127;21.127;0
01/07/2020 00:00;21.077;21.077;0
02/07/2020 00:00;21.606;21.606;0
03/07/2020 00:00;21.425;21.425;0
06/07/2020 00:00;21.751;21.751;0
07/07/2020 00:00;21.643;21.643;0
08/07/2020 00:00;21.37;21.37;0
09/07/2020 00:00;21.114;21.114;0
10/07/2020 00:00;21.327;21.327;0
13/07/2020 00:00;21.689;21.689;0
14/07/2020 00:00;21.509;21.509;0
15/07/2020 00:00;21.96;21.96;0
16/07/2020 00:00;21.842;21.842;0
17/07/2020 00:00;21.775;21.775;0
20/07/2020 00:00;21.875;21.875;0
21/07/2020 00:00;21.91;21.91;0
22/07/2020 00:00;21.632;21.632;0
23/07/2020 00:00;21.603;21.603;0
24/07/2020 00:00;21.273;21.273;0
27/07/2020 00:00;21.226;21.226;0
28/07/2020 00:00;21.173;21.173;0
29/07/2020 00:00;21.296;21.296;0
30/07/2020 00:00;20.832;20.832;0
31/07/2020 00:00;20.553;20.553;0
03/08/2020 00:00;20.948;20.948;0
04/08/2020 00:00;20.995;20.995;0
05/08/2020 00:00;21.171;21.171;0
06/08/2020 00:00;20.983;20.983;0
07/08/2020 00:00;20.995;20.995;0
10/08/2020 00:00;21.082;21.082;0
11/08/2020 00:00;21.592;21.592;0
12/08/2020 00:00;21.8;21.8;0
13/08/2020 00:00;21.651;21.651;0
